snapshot_at,region,airline,od,origin,destination,distance_km,demand_tier,homebase_match,current_airline_od_flights,current_global_od_flights,current_competitor_count,current_airline_od_share,future_airline_od_flights,future_global_od_flights,future_airline_od_share,future_growth_ratio,future_share_delta,label_increase_frequency,label_share_gain,label_upgauge_pressure,horizon_hours,check24_yield_proxy_eur_per_1000km,check24_direct_yield_proxy_eur_per_1000km,check24_records,check24_direct_count,check24_direct_min_price_eur,check24_offer_min_price_eur,check24_offer_avg_price_eur,check24_direct_offer_share,check24_offer_lead_time_days,check24_snapshot_age_hours,aviationstack_route_records,aviationstack_route_airline_count,aviationstack_target_airline_records,aviationstack_target_airline_present,aviationstack_route_departure_hour_avg,aviationstack_route_scheduled_share,airlabs_route_records,airlabs_route_airline_count,airlabs_target_airline_records,airlabs_target_airline_present,airlabs_route_avg_speed,airlabs_route_aircraft_type_count,airlabs_route_avg_seats,airlabs_route_total_capacity_proxy,airlabs_target_airline_avg_seats,fr24_route_records,fr24_route_airline_count,fr24_target_airline_records,fr24_target_airline_present,fr24_route_aircraft_type_count,fr24_route_avg_seats,fr24_route_total_capacity_proxy,fr24_target_airline_avg_seats
2026-05-07T23:21:20Z,Europe,9A,FRA-MUC,FRA,MUC,0,,0,1,97,4,0.0103,1,97,0.0103,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,9A,MUC-LGZA,MUC,LGZ,0,,0,1,2,1,0.5,1,2,0.5,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,9A,MUC-LIMJ,MUC,LIM,0,,0,1,14,3,0.0714,1,14,0.0714,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,9H,AMS-EHRD,AMS,EHR,0,,0,1,4,1,0.25,1,4,0.25,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,AMS-KPHL,AMS,KPH,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-DFW,CDG,DFW,0,,1,6,10,1,0.6,6,10,0.6,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-EIDW,CDG,EID,0,,0,1,49,3,0.0204,1,49,0.0204,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-JFK,CDG,JFK,0,,0,5,56,4,0.0893,5,56,0.0893,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-KCLT,CDG,KCL,0,,0,4,4,0,1.0,4,4,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-KPHL,CDG,KPH,0,,0,7,7,0,1.0,7,7,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,CDG-NC05,CDG,NC0,0,,0,1,1,0,1.0,1,1,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-DFW,FCO,DFW,0,,1,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-JFK,FCO,JFK,0,,0,6,44,4,0.1364,6,44,0.1364,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-KCLT,FCO,KCL,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-KPHL,FCO,KPH,0,,0,7,7,0,1.0,7,7,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-MIA,FCO,MIA,0,,0,6,12,1,0.5,6,12,0.5,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FCO-ORD,FCO,ORD,0,,0,6,20,3,0.3,6,20,0.3,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FRA-DFW,FRA,DFW,0,,1,5,12,2,0.4167,5,12,0.4167,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,FRA-KCLT,FRA,KCL,0,,0,5,5,0,1.0,5,5,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-BOS,LHR,BOS,0,,0,6,37,4,0.1622,6,37,0.1622,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-DFW,LHR,DFW,0,,1,23,29,1,0.7931,23,29,0.7931,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-JFK,LHR,JFK,0,,0,17,129,4,0.1318,17,129,0.1318,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-KCLT,LHR,KCL,0,,0,12,12,0,1.0,12,12,1.0,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-KPHL,LHR,KPH,0,,0,12,18,1,0.6667,12,18,0.6667,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-KPHX,LHR,KPH,0,,0,6,11,1,0.5455,6,11,0.5455,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-KRDU,LHR,KRD,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-LAX,LHR,LAX,0,,0,11,49,3,0.2245,11,49,0.2245,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-MIA,LHR,MIA,0,,0,13,35,2,0.3714,13,35,0.3714,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-NC05,LHR,NC0,0,,0,5,5,0,1.0,5,5,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,LHR-ORD,LHR,ORD,0,,0,18,53,2,0.3396,18,53,0.3396,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-DFW,MAD,DFW,0,,1,6,11,1,0.5455,6,11,0.5455,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-JFK,MAD,JFK,0,,0,6,31,5,0.1935,6,31,0.1935,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-KCLT,MAD,KCL,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-KPHL,MAD,KPH,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-MIA,MAD,MIA,0,,0,12,31,3,0.3871,12,31,0.3871,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MAD-ORD,MAD,ORD,0,,0,5,11,1,0.4545,5,11,0.4545,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MUC-EGLF,MUC,EGL,0,,0,1,3,2,0.3333,1,3,0.3333,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MUC-KCLT,MUC,KCL,0,,0,6,11,1,0.5455,6,11,0.5455,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MUC-LFPB,MUC,LFP,0,,0,1,3,2,0.3333,1,3,0.3333,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AA,MUC-LKPR,MUC,LKP,0,,0,1,10,4,0.1,1,10,0.1,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,AMS-EDDB,AMS,EDD,0,,0,1,43,2,0.0233,1,43,0.0233,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-EBLG,CDG,EBL,0,,0,1,5,2,0.2,1,5,0.2,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-EDDN,CDG,EDD,0,,0,3,15,1,0.2,3,15,0.2,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-EDGU,CDG,EDG,0,,0,1,1,0,1.0,1,1,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-EGNX,CDG,EGN,0,,0,3,6,1,0.5,3,6,0.5,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-LFBO,CDG,LFB,0,,0,2,64,2,0.0312,2,64,0.0312,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,CDG-LSZM,CDG,LSZ,0,,0,3,3,0,1.0,3,3,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,FRA-LKPR,FRA,LKP,0,,0,1,52,4,0.0192,1,52,0.0192,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,MAD-EDDV,MAD,EDD,0,,0,4,4,0,1.0,4,4,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,MAD-EDXG,MAD,EDX,0,,0,1,1,0,1.0,1,1,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,MUC-CDG,MUC,CDG,0,,0,3,68,5,0.0441,3,68,0.0441,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AB,VIE-EBLG,VIE,EBL,0,,0,3,3,0,1.0,3,3,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,AMS-YUL,AMS,YUL,0,,0,6,12,1,0.5,6,12,0.5,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,AMS-YYZ,AMS,YYZ,0,,1,6,21,3,0.2857,6,21,0.2857,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,CDG-BKK,CDG,BKK,0,,0,1,10,5,0.1,1,10,0.1,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,CDG-YUL,CDG,YUL,0,,0,12,34,2,0.3529,12,34,0.3529,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,CDG-YYZ,CDG,YYZ,0,,1,6,16,3,0.375,6,16,0.375,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,FCO-YUL,FCO,YUL,0,,0,8,11,1,0.7273,8,11,0.7273,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,FCO-YYZ,FCO,YYZ,0,,1,6,23,4,0.2609,6,23,0.2609,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,FRA-YUL,FRA,YUL,0,,0,6,6,0,1.0,6,6,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,FRA-YVR,FRA,YVR,0,,0,5,15,2,0.3333,5,15,0.3333,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,FRA-YYZ,FRA,YYZ,0,,1,12,27,3,0.4444,12,27,0.4444,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-CYHZ,LHR,CYH,0,,0,3,3,0,1.0,3,3,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-CYOW,LHR,CYO,0,,0,3,3,0,1.0,3,3,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-CYYC,LHR,CYY,0,,0,6,12,1,0.5,6,12,0.5,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-YUL,LHR,YUL,0,,0,11,16,1,0.6875,11,16,0.6875,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-YVR,LHR,YVR,0,,0,5,12,1,0.4167,5,12,0.4167,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,LHR-YYZ,LHR,YYZ,0,,1,21,37,2,0.5676,21,37,0.5676,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,MAD-YUL,MAD,YUL,0,,0,4,7,2,0.5714,4,7,0.5714,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,MAD-YYZ,MAD,YYZ,0,,1,3,3,0,1.0,3,3,1.0,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,MUC-YYZ,MUC,YYZ,0,,1,6,11,2,0.5455,6,11,0.5455,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AC,VIE-YYZ,VIE,YYZ,0,,1,5,11,1,0.4545,5,11,0.4545,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AD,MUC-EDDN,MUC,EDD,0,,0,1,5,3,0.2,1,5,0.2,1.0,0.0,0,0,0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AE,AMS-LGAV,AMS,LGA,0,,0,6,38,3,0.1579,6,38,0.1579,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-07T23:21:20Z,Europe,AE,AMS-MAD,AMS,MAD,0,,0,12,66,4,0.1818,12,66,0.1818,1.0,0.0,0,0,1,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
